0.141343675,-0.301122334,0.200087464,0.006806267,-0.074301251,0.173606285,0.153606559,-0.034394885,0.200024056,-0.221833908,-0.039703599,0.039831224,-0.334996144,0.204633457,-0.190325136,0.129619743,-0.28675323,0.268127585,0.215367765,-0.154300455,-0.214544129,0.116970046,-0.144636635,-0.222467994,-0.027306734,-0.150012469,0.013066432,-0.172160699,-0.263516638,0.162656222,-0.316815742,-0.214048805,-0.272766424,0.002136929,-0.021558678,-0.005842432,0.299764502,0.027540285,0.105926766,0.026734997
0.202590748,-0.092071055,-0.250057207,0.17047305,-0.329614196,-0.15744224,0.10261667,0.094111297,-0.009939595,0.192269727,-0.05979018,-0.067014177,-0.063433831,0.249465939,-0.087167286,-0.2397242,-0.277334285,0.313250875,0.03748695,-0.265788426,-0.276314559,-0.388761261,0.180780211,0.293597821,0.09252133,-0.40617255,0.268293385,-0.026241882,-0.157431876,0.193070777,0.147959883,-0.217374114,0.055976604,0.260110561,-0.164583935,0.115958144,-0.046756967,0.025798779,-0.085644608,0.230276548
-0.032528373,0.104629929,0.096730381,-0.57709945,-0.066798494,0.052317678,-0.277112102,0.013639171,0.165158428,0.031993006,-0.098423969,-0.065529097,0.266406442,0.279214215,0.127350326,-0.071539358,-0.248455678,0.003301958,0.010619363,-0.0454164,-0.155268906,0.177843465,-0.107355299,0.280246813,0.131373112,0.208413445,-0.190848449,-0.016900747,0.230656777,0.219930144,0.099625028,0.207756072,-0.055394019,-0.120047643,-0.016385694,-0.314152589,0.34167171,-0.121507034,-0.040812248,-0.027532849
0.178739678,-0.14049683,-0.19434335,-0.254708315,-0.052707902,0.370466202,-0.224334297,-0.082137118,-0.053360679,-0.209883051,0.024038109,0.009885233,0.276449437,-0.184445479,-0.107798288,0.153845634,-0.266025436,-0.147037045,0.201251807,-0.156132101,0.243194986,-0.028106816,0.193212057,0.205018646,-0.128860525,0.087094316,-0.259604018,-0.257635541,0.264426084,0.073772945,0.324164771,0.691989346,-0.122776338,0.292854733,0.280137429,0.321031272,0.358783134,-0.275810874,-0.13087492,0.352520683
0.378058865,-0.173397548,0.116828396,0.126435602,0.112234606,0.155043239,0.144466575,0.281194533,0.303484606,-0.494000932,0.148854581,0.101334281,0.088733733,-0.127651506,0.151328229,0.064777467,0.043396305,-0.256824228,0.059756884,-0.130226046,0.399858067,0.023736448,-0.265783547,0.146833433,0.089528065,0.292193701,-0.178434037,0.08919618,0.128417919,0.137153271,-0.219632582,0.68554663,-0.151917891,0.32646093,0.136636788,-0.137110005,0.48081615,-0.204571636,-0.211828048,0.156176583
0.318577306,0.135856153,-0.135282169,0.143800546,-0.273285428,0.393827131,-0.054723242,0.211977763,0.313898276,-0.375350789,0.310963996,0.290059102,0.285527688,0.269171246,0.229136281,-0.197280399,0.320722219,0.005048898,-0.0456186,-0.048336143,0.531257926,-0.223865513,-0.040076045,-0.208539786,-0.016296392,-0.628175225,0.203009074,0.131887246,0.144852495,0.337798626,0.050213588,0.20699173,0.166455934,0.165728484,0.350162946,0.079784087,0.67355561,-0.261817004,-0.142267421,0.052773772
-0.209476289,0.080097477,-0.013606516,-0.245361835,0.099567912,-0.140574287,0.261071679,0.224555351,0.234244278,0.081643607,0.023047238,0.143029578,-0.138884581,0.05887334,-0.161852905,-0.20878799,0.059805066,0.05506957,0.018161972,-0.244951602,-0.352994116,-0.208676255,0.131616326,-0.089818815,-0.277242893,-0.065320353,-0.071976262,-0.19081111,-0.173755512,-0.270284758,-0.230291069,-0.299707437,0.318556356,0.17252875,0.220973045,-0.180910737,0.165622603,-0.023486181,0.060124974,0.195380831
0.025709716,0.058285997,0.258572577,-0.320141334,0.341866927,-0.066958846,0.326976921,-0.081994583,-0.071477458,-0.267764401,-0.28708828,-0.064275454,0.116956992,0.021257549,0.272638795,0.225967951,0.024313917,0.16910673,0.278476459,-0.003173288,-0.013559548,0.253643264,-0.105374424,-0.200191303,-0.1757347,0.163555353,-0.130308302,0.224046245,0.048922718,-0.202247297,0.22571053,0.58440353,-0.20161841,0.066128998,0.258315936,-0.077108497,0.118689527,-0.315630459,-0.166547948,-0.087480257
-0.089647967,0.103204533,-0.094469102,-0.243141924,-0.286387982,0.039054965,-0.137260173,0.059942611,-0.029113112,-0.059619048,0.112428025,0.213482054,-0.108916728,0.072566745,0.148843784,-0.311570038,0.23406461,-0.268266583,-0.059967482,0.132775066,-0.079758022,-0.174950546,-0.10515306,-0.320862871,-0.194157628,0.120058044,-0.223891139,0.303027396,0.199816971,-0.148026365,-0.198778386,-0.031278977,0.18085162,0.03783735,0.02255753,0.104058115,0.201971159,0.266972689,0.219591656,-0.206504858
0.133908401,-0.291013367,-0.043461614,-0.146989795,-0.139004311,-0.158368976,0.19479688,0.239650965,-0.162947898,-0.144550606,-0.041260282,-0.235218268,-0.069905992,0.205772674,-0.133482643,0.235310779,-0.265107577,0.103949583,-0.246636701,-0.164950921,-0.02105317,-0.114069517,-0.208656222,-0.118091364,0.087818623,0.090780637,-0.06618654,0.224450292,-0.061854438,0.016276651,-0.060653444,-0.0740612,-0.195683279,-0.22266454,0.282250582,-0.211888077,0.257849847,0.091821125,0.229788901,0.086538347
