10,5,1
10.00939679,5.004689156,1.101062436
10.01875717,5.009356291,1.202358593
10.02809038,5.01400106,1.303878732
10.03740612,5.018623098,1.405612865
10.04671443,5.023222007,1.507550891
10.05602562,5.027797386,1.609682545
10.06535013,5.03234878,1.711997784
10.0746984,5.036875711,1.814486713
10.08408082,5.04137767,1.917139755
10.09350763,5.045853961,2.019948489
10.1029885,5.050304305,2.122902819
10.11253306,5.054727939,2.225995367
10.12215028,5.059124217,2.329218795
10.13184851,5.063492454,2.432566583
10.14163533,5.067831934,2.536033125
10.1515175,5.072141908,2.639613828
10.16150078,5.076421593,2.743305212
10.17158987,5.080670179,2.847104997
10.18178825,5.084886825,2.951012202
10.19209784,5.08907682,3.054993267
10.20252149,5.093226985,3.159116487
10.21306073,5.097342593,3.263348861
10.2237152,5.101422741,3.367693463
10.23448335,5.10546652,3.472154553
10.24536237,5.109473018,3.576737567
10.25634819,5.113441328,3.681449112
10.26743546,5.117370553,3.786296954
10.27861755,5.121259809,3.891289987
10.28988648,5.125108237,3.996438207
10.30122293,5.128943547,4.10161769
10.31263947,5.132707805,4.207108203
10.324119,5.136428704,4.312784158
10.33565161,5.140105485,4.418657045
10.34722683,5.143737434,4.524738656
10.35883371,5.147323892,4.631040948
10.37046096,5.150864262,4.737575896
10.3820971,5.154358021,4.844355329
10.39373054,5.15780472,4.951390762
10.40534977,5.161204002,5.058693217
10.41694349,5.164555605,5.166273027
10.42848238,5.167901092,5.273959595
10.43999127,5.171155812,5.382129248
10.45144214,5.174361558,5.49060905
10.46282576,5.177518153,5.599407139
10.47413397,5.180625494,5.708530344
10.48535982,5.183683556,5.817983976
10.49649785,5.186692392,5.927771614
10.50754426,5.189652141,6.037894886
10.51849718,5.192563029,6.148353234
10.52935689,5.195425372,6.259143676
10.54011589,5.198253303,6.370208207
10.55077338,5.201018214,6.481674679
10.56132697,5.203734405,6.593479564
10.57177922,5.206402026,6.705618319
10.58213457,5.209021237,6.818084578
10.59239953,5.211592194,6.930870039
10.60258274,5.214115048,7.04396437
10.61269521,5.216589939,7.157355104
10.62275038,5.219016982,7.271027537
10.63276433,5.221396264,7.384964621
10.64270931,5.222811554,7.503195755
10.65265326,5.225095735,7.617644111
10.66257287,5.227332481,7.732335316
10.6724801,5.229521782,7.847256663
10.68238743,5.231663568,7.962395229
10.69230772,5.233757703,8.077738032
10.70225412,5.235803976,8.193272189
10.71223986,5.237802092,8.308985098
10.72227818,5.239751659,8.424864621
10.73238212,5.241652182,8.54089928
10.74256438,5.243503048,8.657078469
10.75283714,5.245303522,8.773392666
10.76321185,5.247052725,8.889833666
10.77369908,5.248749634,9.00639482
10.78430827,5.250393062,9.123071282
10.79504755,5.251981649,9.239860275
10.80592347,5.253513847,9.356761357
10.81694084,5.254987911,9.473776706
10.82810242,5.256401883,9.590911414
10.83940869,5.257753577,9.708173787
10.85144565,5.257382334,9.832306745
10.863037,5.25861531,9.949804085
10.87476808,5.259790225,10.06741621
10.88663493,5.260906351,10.18515006
10.89863166,5.261962932,10.3030146
10.91075039,5.262959186,10.42102095
10.92298113,5.263894301,10.53918247
10.93531167,5.264767439,10.65751489
10.94772748,5.265577733,10.77603638
10.96021159,5.266324285,10.8947677
10.97274453,5.267006173,11.01373227
10.98530414,5.267622442,11.13295628
10.99786557,5.26817211,11.25246882
11.01040108,5.268654165,11.37230193
11.02287999,5.269067565,11.49249079
11.03526858,5.269411241,11.61307375
11.04752992,5.269684092,11.73409246
11.05962384,5.269884987,11.85559197
11.07164435,5.269707839,11.97891909
11.08358307,5.269774459,12.10116257
11.09549808,5.26977716,12.22371167
11.10738274,5.269716324,12.34657196
11.11923019,5.269592384,12.46974901
11.13103334,5.269405822,12.59324846
11.14278488,5.269157167,12.71707599
11.15447728,5.268846999,12.84123734
11.1661028,5.268475947,12.96573828
11.17765348,5.268044689,13.09058464
11.18912111,5.267553951,13.2157823
11.2004973,5.26700451,13.34133718
11.21177342,5.266397189,13.46725526
11.22294062,5.265732864,13.59354254
11.23398984,5.265012457,13.7202051
11.24491178,5.264236942,13.84724905
11.25569694,5.263407338,13.97468056
11.2663356,5.262524717,14.10250583
11.27681152,5.262738947,14.22492614
11.28730292,5.261746708,14.35341153
11.2977777,5.26069858,14.4821762
11.30824812,5.25959492,14.61120753
11.31872737,5.258436091,14.740492
11.32922954,5.257222456,14.8700152
11.33976961,5.255954388,14.99976184
11.35036347,5.254632259,15.12971574
11.36102794,5.253256449,15.25985982
11.37178071,5.251827341,15.39017614
11.38264039,5.250345323,15.52064584
11.39362651,5.248810785,15.65124919
11.40475948,5.247224124,15.78196557
11.41606062,5.245585741,15.91277347
11.42755218,5.243896041,16.04365049
11.43925729,5.242155433,16.17457334
11.45119999,5.24036433,16.30551785
11.46340522,5.23852315,16.43645897
11.47644054,5.235615919,16.57312384
11.48896718,5.233672111,16.70428303
11.50157083,5.231675975,16.83564437
11.51424198,5.229627443,16.96722021
11.52697015,5.227526423,17.09902404
11.53974389,5.225372803,17.23107049
11.55255078,5.223166452,17.36337532
11.56537743,5.220907218,17.49595541
11.57820947,5.218594926,17.62882879
11.59103156,5.216229383,17.7620146
11.60382741,5.213810376,17.89553314
11.61657973,5.211337669,18.0294058
11.62927028,5.208811006,18.16365515
11.64187983,5.206230112,18.29830485
11.65438819,5.20359469,18.43337971
11.66677419,5.200904423,18.56890568
11.67901571,5.198158973,18.70490983
11.69108964,5.195357982,18.84142035
11.70303053,5.192548292,18.97813265
11.71492799,5.189647222,19.11545059
11.72680412,5.186700802,19.25308593
11.73865948,5.1837098,19.39103721
11.75049464,5.180674984,19.52930294
11.76231018,5.177597122,19.66788166
11.77410665,5.174476982,19.8067719
11.78588463,5.171315332,19.94597218
11.7976447,5.168112939,20.08548103
11.80938741,5.164870572,20.22529698
11.82111335,5.161588999,20.36541856
11.83282308,5.158268988,20.5058443
11.84451717,5.154911306,20.64657271
11.85619619,5.151516722,20.78760234
11.86786071,5.148086003,20.92893171
11.8795113,5.144619918,21.07055935
11.89114853,5.141119234,21.21248378
11.90277298,5.13758472,21.35470353
11.91423489,5.134271021,21.49456104
11.92589719,5.130668972,21.63732662
11.93760755,5.127033309,21.78034441
11.94937209,5.123364604,21.9236093
11.9611969,5.119663431,22.06711619
11.97308811,5.115930361,22.21085999
11.98505181,5.112165968,22.35483561
11.99709412,5.108370824,22.49903793
12.00922114,5.104545501,22.64346188
12.02143899,5.100690572,22.78810234
12.03375377,5.096806609,22.93295423
12.04617158,5.092894185,23.07801244
12.05869855,5.088953873,23.22327189
12.07134077,5.084986244,23.36872747
12.08410435,5.080991872,23.51437408
12.09699541,5.076971329,23.66020664
12.11002005,5.072925188,23.80622003
12.12318438,5.06885402,23.95240918
12.13672123,5.064534946,24.10480158
12.15006257,5.060416481,24.25144968
12.16343567,5.056275793,24.39838667
12.1768283,5.052113612,24.54562608
12.19022737,5.047930676,24.69318236
12.20361886,5.043727729,24.84107089
12.21698783,5.039505526,24.98930796
12.23031846,5.035264827,25.1379108
12.24359399,5.031006401,25.28689755
12.25679679,5.026731026,25.43628729
12.26990828,5.022439485,25.58610001
12.28290899,5.018132571,25.73635664
12.29577857,5.013811084,25.88707901
12.3084957,5.009475832,26.03828988
12.32103821,5.005127632,26.19001297
12.33338299,5.000767305,26.34227286
12.34550603,4.996395685,26.49509512
12.3573824,4.992013609,26.64850619
12.36868289,4.987698162,26.78996081
12.380195,4.983297669,26.94440882
12.3916132,4.97888922,27.09927926
12.40295108,4.974473675,27.25455685
12.41422478,4.970051899,27.41022345
12.42545317,4.965624765,27.56625796
12.43665794,4.961193152,27.72263617
12.44786374,4.956757947,27.87933062
12.45909827,4.95232004,28.03631051
12.47039241,4.947880333,28.19354153
12.48178034,4.943439731,28.35098579
12.49329966,4.938999146,28.50860162
12.50499151,4.934559498,28.66634349
12.51690068,4.930121712,28.8241619
